token,pos,count
물가,NNG,24
기준,NNG,21
상승률,NNG,18
전년동기비,NNG,15
전기비,NNG,13
대출,NNG,12
소비자,NNG,9
금리,NNG,9
경기,NNG,8
경제,NNG,8
국내,NNG,7
유지,NNG,7
예상,NNG,7
영향,NNG,7
둔화,NNG,7
지속,NNG,6
미국,NNG,6
성장률,NNG,6
지수,NNG,6
국제,NNG,6
제조업,NNG,6
지표,NNG,6
제외,NNG,6
전기,NNG,6
향후,MAG,6
생산,NNG,6
관련,NNG,6
근원,NNG,6
통화정책,NNG,6
수출,NNG,6
지난,VV,5
가계,NNG,5
계절조정,NNG,5
기준금리,NNG,5
GDP,NNG,5
정책,NNG,5
분기,NNG,5
수도권,NNG,5
가격,NNG,5
금융안정,NNG,5
한국은행,NNG,5
소매,NNG,5
소비,NNG,4
부동산,NNG,4
성장세,NNG,4
점검,NNG,4
주요국,NNG,4
전망치,NNG,4
판매,NNG,4
수준,NNG,4
기간,NNG,4
주택가격,NNG,4
증가세,NNG,4
흐름,NNG,4
석유,NNG,4
확대,NNG,4
산업,NNG,4
상황,NNG,4
기대,NNG,4
인플레이션율,NNG,3
서비스,NNG,3
외환시장,NNG,3
글로벌,NNG,3
국고채,NNG,3
추세,NNG,3
수치,NNG,3
달러,NNG,3
인하,NNG,3
월평균,NNG,3
유가,NNG,3
비연,NNG,3
보인다,VV,3
신흥시장국,NNG,3
강화,NNG,3
기업,NNG,3
자금,NNG,3
금융,NNG,3
금융시장,NNG,3
정부,NNG,3
조원,NNG,3
내년,NNG,3
농산물,NNG,3
변동성,NNG,3
실업률,NNG,3
운용,NNG,3
세계,NNG,3
방향,NNG,3
PMI,NNG,3
성장,NNG,3
필요,NNG,3
주가,NNG,3
전망,NNG,3
부채,NNG,2
식료품,NNG,2
완만,NNG,2
실물,NNG,2
배경,NNG,2
원달러환율,NNG,2
한국,NNG,2
포함,NNG,2
담보대출,NNG,2
더디,VA,2
수도,NNG,2
수요,NNG,2
붙임,NNG,2
상승,NNG,2
bok,SL,2
kr,SL,2
가운데,NNG,2
하락,NNG,2
투자,NNG,2
가스,NNG,2
회복,NNG,2
환율,NNG,2
Tel,SL,2
or,SL,2
변화,NNG,2
소폭,MAG,2
취급,NNG,2
계열,NNG,2
경로,NNG,2
국채,NNG,2
금융통화위원회,NNG,2
취업자수증감,NNG,2
증감,NNG,2
추이,NNG,2
회피심리,NNG,2
회복세,NNG,2
캐리,NNG,2
청산,NNG,2
기타,NNG,2
기조,NNG,2
공공,NNG,2
주택,NNG,2
건설,NNG,2
자료,NNG,2
목표,NNG,2
외국인,NNG,2
이어졌,VV,2
이어지,VV,2
장기,NNG,2
금년,NNG,2
기말,NNG,2
경계감,NNG,2
중국,NNG,2
긴축,NNG,2
위험,NNG,2
민간,NNG,2
리스크,NNG,2
만큼,NNB,2
대책,NNG,2
대한,VV,2
인플레이션,NNG,2
은행,NNG,2
거래량,NNG,1
검토,NNG,1
결정,NNG,1
결정시,NNG,1
고용,NNG,1
고용률,NNG,1
공급,NNG,1
공보,NNG,1
공보관,NNG,1
공업,NNG,1
과정,NNG,1
관리,NNG,1
교역량,NNG,1
구성,NNG,1
국내외,NNG,1
중기,NNG,1
중도금,NNG,1
중소기업,NNG,1
중심,NNG,1
증가율,NNG,1
지난해,NNG,1
지방,NNG,1
지정학,NNG,1
직간접적,NNG,1
차별화,NNG,1
차장,NNP,1
참고,NNG,1
참조,NNG,1
초반,NNG,1
총괄팀,NNP,1
최종호가,NNG,1
취업자수,NNG,1
Brent,SL,1
CDS,NNG,1
CP,NNG,1
Dubai,SL,1
Fax,SL,1
ISM,NNG,1
IT,SL,1
JPMorgan,SL,1
KOSPI,NNG,1
MSCI,NNG,1
PF,NNG,1
VIX,SL,1
WTI,SL,1
bp,SL,1
http,SL,1
mail,SL,1
mpdept,SL,1
www,SL,1
가격변수,NNG,1
가운,NNG,1
개선,NNG,1
통관,NNG,1
통안증권,NNG,1
통화정책국,NNP,1
팀장,NNP,1
판매액,NNG,1
펀드,NNG,1
평균,NNG,1
포시,NNG,1
프로젝트파이낸싱,NNG,1
프리미엄,NNG,1
하락세,NNG,1
하회,NNG,1
한국주택금융공사,NNP,1
한편,NNG,1
현물,NNG,1
현재,NNG,1
호조,NNG,1
확신,NNG,1
확장,NNG,1
황실,NNG,1
생산자,NNG,1
서비스업,NNG,1
서울,NNP,1
선물,NNG,1
선진국,NNG,1
설비,NNG,1
설비투자지수,NNG,1
속도,NNG,1
수록,NNG,1
수익률,NNG,1
수입량,NNG,1
순매수,NNG,1
시계,NNG,1
시기,NNG,1
반영,NNG,1
배럴,NNG,1
변수,NNG,1
보도자료,NNG,1
보이,VV,1
부동,NNG,1
부문,NNG,1
부합,NNG,1
불확실성,NNG,1
비농가,NNG,1
산업활동,NNG,1
산원,NNG,1
살펴볼,VV,1
상가,NNG,1
상당폭,NNG,1
상승세,NNG,1
상업,NNG,1
상충관계,NNG,1
상품,NNG,1
시장,NNG,1
식순,NNG,1
신용,NNG,1
신용평가기관,NNG,1
신용한,NNP,1
신흥국,NNG,1
신흥국지수,NNG,1
실사,NNG,1
심리,NNG,1
안정,NNG,1
압력,NNG,1
약세,NNG,1
양호,NNG,1
에너지,NNG,1
에너지제외지수,NNG,1
엔달러,NNG,1
엔환율,NNG,1
여건,NNG,1
역내,NNG,1
연간,NNG,1
연교,NNG,1
영국,NNG,1
오피스텔,NNG,1
완만히,MAG,1
완화,NNG,1
달러화지수,NNG,1
담배,NNG,1
당분간,MAG,1
대기업,NNG,1
대비,NNG,1
대외,NNG,1
대의,NNG,1
독일,NNG,1
동향,NNG,1
되돌려,VV,1
등락,NNG,1
마이너스통장대출,NNG,1
매수,NNG,1
면밀히,MAG,1
모기지론,NNG,1
모두,MAG,1
미연준,NNG,1
미치,VV,1
바랍니다,VV,1
반등,NNG,1
요금,NNG,1
요인,NNG,1
우려,NNG,1
움직임,NNG,1
위안,NNG,1
유로,NNG,1
유의,NNG,1
유입,NNG,1
인천,NNP,1
인터넷,NNG,1
일반,NNG,1
일반인,NNG,1
일본,NNG,1
일평균,NNG,1
잠재,NNG,1
급등,NNG,1
급등락,NNG,1
급락,NNG,1
급식,NNG,1
기성액,NNG,1
기저효과,NNG,1
김병국,NNP,1
내수,NNG,1
농축수산물,NNG,1
다소,MAG,1
다음,NNG,1
단기,NNG,1
달러인덱스,NNG,1
달러화,NNG,1
적금,NNG,1
적절,NNG,1
전반,NNG,1
전세계,NNG,1
전세자금,NNG,1
점차,MAG,1
정책금리,NNG,1
정치,NNG,1
제품,NNG,1
조정,NNG,1
주비,NNG,1
주식담보대출,NNG,1
주요,NNG,1
주택담보,NNG,1
주택담보대출,NNG,1
주택매매가격,NNG,1
개인서비스,NNP,1
거래,NNG,1
측면,NNG,1
커진,VA,1
통계청,NNP,1
BSI,SL,1
회사채,NNG,1
BBB,SL,1
효과,NNG,1
후반,NNG,1
AA,SL,1
