token,pos,count
물가,NNG,25
기준,NNG,21
상승률,NNG,17
전년동기비,NNG,15
전기비,NNG,13
금리,NNG,12
대출,NNG,11
영향,NNG,10
소비자,NNG,9
경제,NNG,9
국내,NNG,8
통화정책,NNG,8
제외,NNG,7
미국,NNG,7
성장률,NNG,7
흐름,NNG,6
근원,NNG,6
상황,NNG,6
제조업,NNG,6
지표,NNG,6
전망,NNG,6
전기,NNG,6
기준금리,NNG,6
수출,NNG,6
하락,NNG,6
생산,NNG,6
지수,NNG,6
가계,NNG,5
계절조정,NNG,5
소매,NNG,5
국제,NNG,5
정책,NNG,5
GDP,NNG,5
한국은행,NNG,5
환율,NNG,5
향후,MAG,5
경기,NNG,5
판매,NNG,4
분기,NNG,4
둔화,NNG,4
기간,NNG,4
방향,NNG,4
금융안정,NNG,4
안정,NNG,4
관세정책,NNG,4
기대,NNG,4
산업,NNG,4
확대,NNG,4
지속,NNG,4
변화,NNG,4
불확실성,NNG,4
정치,NNG,3
조원,NNG,3
주요국,NNG,3
관련,NNG,3
인플레이션율,NNG,3
유가,NNG,3
심리,NNG,3
기업,NNG,3
국고채,NNG,3
정부,NNG,3
신흥시장국,NNG,3
예상,NNG,3
인하,NNG,3
금융,NNG,3
월평균,NNG,3
수치,NNG,3
서비스,NNG,3
석유,NNG,3
세계,NNG,3
하향조정,NNG,3
비연,NNG,3
PMI,NNG,3
가운데,NNG,3
경로,NNG,3
보인다,VV,3
달러,NNG,3
성장,NNG,3
실업률,NNG,3
가스,NNG,2
계열,NNG,2
경제정책,NNG,2
투자,NNG,2
취급,NNG,2
취업자수증감,NNG,2
추가,NNG,2
추세,NNG,2
bok,SL,2
Tel,SL,2
or,SL,2
가격,NNG,2
kr,SL,2
건설,NNG,2
가능성,NNG,2
증감,NNG,2
압력,NNG,2
외환시장,NNG,2
원달러환율,NNG,2
유의,NNG,2
완화,NNG,2
대한,VV,2
담보대출,NNG,2
기말,NNG,2
지난,VV,2
하방,NNG,2
하회,NNG,2
한국,NNG,2
실물,NNG,2
운용,NNG,2
은행,NNG,2
전망치,NNG,2
국채,NNG,2
주택가격,NNG,2
금융시장,NNG,2
중국,NNG,2
증가세,NNG,2
금융통화위원회,NNG,2
글로벌,NNG,2
그간,NNG,2
서울,NNP,2
민간,NNG,2
배경,NNG,2
공공,NNG,2
국내외,NNG,2
기타,NNG,2
장기,NNG,2
자료,NNG,2
소비,NNG,2
안정세,NNG,2
수준,NNG,2
수도,NNG,2
변동성,NNG,2
따라,VV,2
목표,NNG,2
성장세,NNG,2
결정,NNG,2
부채,NNG,2
포함,NNG,2
붙임,NNG,2
수도권,NNG,2
소폭,MAG,2
수요,NNG,2
식료품,NNG,2
