token,pos,count
기준,NNG,19
물가,NNG,15
전기비,NNG,13
대출,NNG,12
둔화,NNG,9
상승률,NNG,8
경제,NNG,8
금리,NNG,8
리스크,NNG,8
흐름,NNG,8
전년동기비,NNG,7
수출,NNG,6
국제,NNG,6
지수,NNG,6
주요국,NNG,6
통화정책,NNG,6
영향,NNG,6
생산,NNG,6
제조업,NNG,6
정책,NNG,6
성장률,NNG,6
전기,NNG,6
제외,NNG,6
소비자,NNG,5
수준,NNG,5
경기,NNG,5
긴축,NNG,5
장기,NNG,5
가계,NNG,5
기조,NNG,5
성장세,NNG,5
GDP,NNG,5
판단,NNG,5
소매,NNG,5
전망,NNG,5
분기,NNG,4
글로벌,NNG,4
국내,NNG,4
지표,NNG,4
관련,NNG,4
실업률,NNG,4
유가,NNG,4
불확실성,NNG,4
완만,NNG,4
인플레이션,NNG,4
상승,NNG,4
판매,NNG,4
유지,NNG,4
인플레이션율,NNG,4
증대,NNG,4
지정학,NNG,4
가운데,NNG,4
한국은행,NNG,4
예상,NNG,4
산업,NNG,4
세계,NNG,3
개선,NNG,3
계절조정,NNG,3
국고채,NNG,3
기준금리,NNG,3
월평균,NNG,3
지속,NNG,3
이스라엘,NNG,3
인상,NNG,3
수도권,NNG,3
방향,NNG,3
신흥시장국,NNG,3
증가,NNG,3
점차,MAG,3
점검,NNG,3
기간,NNG,3
여건,NNG,3
하마스,NNP,3
수치,NNG,3
통화,NNG,3
당초,NNG,3
금융안정,NNG,3
금융,NNG,3
조원,NNG,3
중국,NNG,3
근원,NNG,3
향후,MAG,3
가격,NNG,3
석유,NNG,3
비연,NNG,3
성장,NNG,3
서비스,NNG,3
기업,NNG,3
PMI,NNG,3
사태,NNG,3
변화,NNG,3
계열,NNG,2
필요성,NNG,2
포함,NNG,2
국채,NNG,2
파급,NNG,2
증감,NNG,2
상황,NNG,2
중심,NNG,2
주택가격,NNG,2
안정,NNG,2
or,SL,2
환율,NNG,2
확대,NNG,2
소비,NNG,2
부채,NNG,2
한국,NNG,2
나타내,VV,2
속도,NNG,2
경로,NNG,2
상당폭,NNG,2
건설,NNG,2
목표,NNG,2
가스,NNG,2
가능성,NNG,2
추가,NNG,2
투자,NNG,2
공공,NNG,2
취급,NNG,2
취업자수증감,NNG,2
미국,NNG,2
식료품,NNG,2
민간,NNG,2
실물,NNG,2
운용,NNG,2
완화,NNG,2
변동성,NNG,2
배경,NNG,2
에너지,NNG,2
양상,NNG,2
압력,NNG,2
농산물,NNG,2
수요,NNG,2
달러,NNG,2
bok,SL,2
보인다,VV,2
은행,NNG,2
기타,NNG,2
Tel,SL,2
원달러환율,NNG,2
전월,NNG,2
금융통화위원회,NNG,2
상방,NNG,2
kr,SL,2
기대,NNG,2
전개,NNG,2
기말,NNG,2
자료,NNG,2
주택,NNG,2
금년,NNG,2
대비,NNG,2
부진,NNG,2
금융시장,NNG,2
담보대출,NNG,2
수도,NNG,2
달러화,NNG,2
평균,NNG,1
포시,NNG,1
독일,NNG,1
프리미엄,NNG,1
필요,NNG,1
동향,NNG,1
하락,NNG,1
따라,VV,1
하방,NNG,1
마이너스통장대출,NNG,1
만큼,NNB,1
한국주택금융공사,NNP,1
한편,NNG,1
매수,NNG,1
현물,NNG,1
현재,NNG,1
면밀히,MAG,1
모기지론,NNG,1
황실,NNG,1
회복세,NNG,1
회사채,NNG,1
JPMorgan,SL,1
모두,MAG,1
www,SL,1
모습,NNG,1
가격변수,NNG,1
미연준,NNG,1
바랍니다,VV,1
박영환,NNP,1
ISM,NNG,1
강세,NNG,1
박충원,NNP,1
비은행,NNG,1
비자,NNG,1
산업활동,NNG,1
산원,NNG,1
상가,NNG,1
상당기간,NNG,1
상승세,NNG,1
상업,NNG,1
상품,NNG,1
서비스업,NNG,1
서울,NNP,1
선진국,NNG,1
설비,NNG,1
설비투자지수,NNG,1
부문,NNG,1
VIX,SL,1
수렴,NNG,1
수록,NNG,1
WTI,SL,1
수익률,NNG,1
수입량,NNG,1
